"","Isolate","Set","rep","ppm","one","two","average_length","avgC","relative"
"128","Czm_20_105","1",1,0.01,10.71,11.68,10.195,5.17,1.97195357833656
"129","Czm_20_105","1",1,0.1,10.82,9.23,9.025,5.17,1.74564796905222
"130","Czm_20_105","1",1,0.5,4.37,5.5,3.935,5.17,0.761121856866538
"131","Czm_20_105","1",1,1,3.73,3.27,2.5,5.17,0.483558994197292
"132","Czm_20_105","1",1,2.5,1.85,1.25,0.55,5.17,0.106382978723404
"133","Czm_20_105","1",1,5,1,1,0,5.17,0
"134","Czm_20_105","1",1,10,1,1,0,5.17,0
"135","Czm_20_105","1",1,20,1,1,0,5.17,0
"136","Czm_20_105","1",2,0,6.73,5.73,5.23,5.17,1.01160541586074
"137","Czm_20_105","1",2,0.01,5.22,5.64,4.43,5.17,0.856866537717601
"138","Czm_20_105","1",2,0.1,11.74,11.62,10.68,5.17,2.06576402321083
"139","Czm_20_105","1",2,0.5,5.1,3.97,3.535,5.17,0.683752417794971
"140","Czm_20_105","1",2,1,3,2.78,1.89,5.17,0.365570599613153
"141","Czm_20_105","1",2,2.5,1.69,2.17,0.93,5.17,0.179883945841393
"142","Czm_20_105","1",2,5,1,1,0,5.17,0
"143","Czm_20_105","1",2,10,1,1,0,5.17,0
"144","Czm_20_105","1",2,20,1,1,0,5.17,0
"145","Czm_20_106","1",1,0,11.41,11.03,10.22,9.6325,1.06099143524526
"146","Czm_20_106","1",1,0.01,12.5,11.69,11.095,9.6325,1.15182974305736
"147","Czm_20_106","1",1,0.1,9.7,8.94,8.32,9.6325,0.863742538281858
"148","Czm_20_106","1",1,0.5,4.1,4.42,3.26,9.6325,0.338437581105632
"149","Czm_20_106","1",1,1,2.09,1.98,1.035,9.6325,0.107448741240592
"150","Czm_20_106","1",1,2.5,1,1,0,9.6325,0
"151","Czm_20_106","1",1,5,1,1,0,9.6325,0
"152","Czm_20_106","1",1,10,1,1,0,9.6325,0
"153","Czm_20_106","1",1,20,1,1,0,9.6325,0
"154","Czm_20_106","1",2,0,9.9,10.19,9.045,9.6325,0.939008564754736
"155","Czm_20_106","1",2,0.01,11.38,11.86,10.62,9.6325,1.10251751881651
"156","Czm_20_106","1",2,0.1,10.76,9.25,9.005,9.6325,0.934855956397612
"157","Czm_20_106","1",2,0.5,3.12,2.79,1.955,9.6325,0.202958733454451
"158","Czm_20_106","1",2,1,2.03,2.38,1.205,9.6325,0.12509732675837
"159","Czm_20_106","1",2,2.5,1,1,0,9.6325,0
"160","Czm_20_106","1",2,5,1,1,0,9.6325,0
"161","Czm_20_106","1",2,10,1,1,0,9.6325,0
"162","Czm_20_106","1",2,20,1,1,0,9.6325,0
"163","Czm_20_107","1",1,0,3.61,3.91,2.76,2.6375,1.04644549763033
"164","Czm_20_107","1",1,0.01,3.84,3.15,2.495,2.6375,0.945971563981043
"165","Czm_20_107","1",1,0.1,4.54,3.63,3.085,2.6375,1.1696682464455
"166","Czm_20_107","1",1,0.5,2.72,2.57,1.645,2.6375,0.623696682464455
"167","Czm_20_107","1",1,1,2.15,2.26,1.205,2.6375,0.456872037914692
"168","Czm_20_107","1",1,2.5,1.84,1.7,0.77,2.6375,0.291943127962085
"169","Czm_20_107","1",1,5,1,1,0,2.6375,0
"170","Czm_20_107","1",1,10,1,1,0,2.6375,0
"171","Czm_20_107","1",1,20,1,1,0,2.6375,0
"172","Czm_20_107","1",2,0,3.29,3.74,2.515,2.6375,0.953554502369668
"173","Czm_20_107","1",2,0.01,2.73,2.79,1.76,2.6375,0.667298578199052
"174","Czm_20_107","1",2,0.1,3.77,3.59,2.68,2.6375,1.01611374407583
"175","Czm_20_107","1",2,0.5,3.07,2.3,1.685,2.6375,0.638862559241706
"176","Czm_20_107","1",2,1,1.37,1.99,0.68,2.6375,0.25781990521327
"177","Czm_20_107","1",2,2.5,2.9,2.72,1.81,2.6375,0.686255924170616
"178","Czm_20_107","1",2,5,1,1,0,2.6375,0
"179","Czm_20_107","1",2,10,1,1,0,2.6375,0
"180","Czm_20_107","1",2,20,1,1,0,2.6375,0
"181","Czm_20_13","1",1,0,6.81,6.83,5.82,5.4175,1.07429626211352
"182","Czm_20_13","1",1,0.01,7.77,6.9,6.335,5.4175,1.1693585602215
"183","Czm_20_13","1",1,0.1,4.77,5.92,4.345,5.4175,0.802030456852792
"184","Czm_20_13","1",1,0.5,3.05,2.45,1.75,5.4175,0.323027226580526
"185","Czm_20_13","1",1,1,2.29,2.12,1.205,5.4175,0.222427318874019
"186","Czm_20_13","1",1,2.5,1,1,0,5.4175,0
"187","Czm_20_13","1",1,5,1,1,0,5.4175,0
"188","Czm_20_13","1",1,10,1,1,0,5.4175,0
"189","Czm_20_13","1",1,20,1,1,0,5.4175,0
"190","Czm_20_13","1",2,0,6.07,5.96,5.015,5.4175,0.925703737886479
"191","Czm_20_13","1",2,0.01,7.39,6.54,5.965,5.4175,1.10106137517305
"192","Czm_20_13","1",2,0.1,5.26,4.6,3.93,5.4175,0.725426857406553
"193","Czm_20_13","1",2,0.5,2.64,2.84,1.74,5.4175,0.321181356714352
"194","Czm_20_13","1",2,1,2.48,3.23,1.855,5.4175,0.342408860175358
"195","Czm_20_13","1",2,2.5,1,1,0,5.4175,0
"196","Czm_20_13","1",2,5,1,1,0,5.4175,0
"197","Czm_20_13","1",2,10,1,1,0,5.4175,0
"198","Czm_20_13","1",2,20,1,1,0,5.4175,0
"199","Czm_20_15","1",1,0,6.02,5.73,4.875,4.95,0.984848484848485
"200","Czm_20_15","1",1,0.01,5.71,5.28,4.495,4.95,0.908080808080808
"201","Czm_20_15","1",1,0.1,5.64,6.54,5.09,4.95,1.02828282828283
"202","Czm_20_15","1",1,0.5,2.73,3.19,1.96,4.95,0.395959595959596
"203","Czm_20_15","1",1,1,2.16,2.08,1.12,4.95,0.226262626262626
"204","Czm_20_15","1",1,2.5,1.43,1.58,0.505,4.95,0.102020202020202
"205","Czm_20_15","1",1,5,1,1,0,4.95,0
"206","Czm_20_15","1",1,10,1,1,0,4.95,0
"207","Czm_20_15","1",1,20,1,1,0,4.95,0
"208","Czm_20_15","1",2,0,6.31,5.74,5.025,4.95,1.01515151515152
"209","Czm_20_15","1",2,0.01,5.7,6.09,4.895,4.95,0.988888888888889
"210","Czm_20_15","1",2,0.1,5.72,6.33,5.025,4.95,1.01515151515152
"211","Czm_20_15","1",2,0.5,2.51,2.27,1.39,4.95,0.280808080808081
"212","Czm_20_15","1",2,1,2.2,2.38,1.29,4.95,0.260606060606061
"213","Czm_20_15","1",2,2.5,1.17,1.35,0.26,4.95,0.0525252525252525
"214","Czm_20_15","1",2,5,1,1,0,4.95,0
"215","Czm_20_15","1",2,10,1,1,0,4.95,0
"216","Czm_20_15","1",2,20,1,1,0,4.95,0
"217","Czm_20_16","1",1,0,8.02,7.11,6.565,6.5275,1.00574492531597
"218","Czm_20_16","1",1,0.01,7.07,6.94,6.005,6.5275,0.919954040597472
"219","Czm_20_16","1",1,0.1,7.81,7.23,6.52,6.5275,0.998851014936806
"220","Czm_20_16","1",1,0.5,3.42,3.25,2.335,6.5275,0.357717349674454
"221","Czm_20_16","1",1,1,1.56,2.14,0.85,6.5275,0.130218307162007
"222","Czm_20_16","1",1,2.5,1,1,0,6.5275,0
"223","Czm_20_16","1",1,5,1,1,0,6.5275,0
"224","Czm_20_16","1",1,10,1,1,0,6.5275,0
"225","Czm_20_16","1",1,20,1,1,0,6.5275,0
"226","Czm_20_16","1",2,0,7.58,7.4,6.49,6.5275,0.994255074684029
"227","Czm_20_16","1",2,0.01,8.26,7.43,6.845,6.5275,1.04864036767522
"228","Czm_20_16","1",2,0.1,7.24,7.77,6.505,6.5275,0.996553044810418
"229","Czm_20_16","1",2,0.5,3.44,2.97,2.205,6.5275,0.337801608579088
"230","Czm_20_16","1",2,1,2.42,2.41,1.415,6.5275,0.216775181922635
"231","Czm_20_16","1",2,2.5,1,1,0,6.5275,0
"232","Czm_20_16","1",2,5,1,1,0,6.5275,0
"233","Czm_20_16","1",2,10,1,1,0,6.5275,0
"234","Czm_20_16","1",2,20,1,1,0,6.5275,0
"235","Czm_20_17","1",1,0,5.56,6.58,5.07,5.2425,0.967095851216023
"236","Czm_20_17","1",1,0.01,6.46,6.81,5.635,5.2425,1.07486886027659
"237","Czm_20_17","1",1,0.1,4.15,4.23,3.19,5.2425,0.608488316642823
"238","Czm_20_17","1",1,0.5,2.22,2.41,1.315,5.2425,0.250834525512637
"239","Czm_20_17","1",1,1,1.63,1.63,0.63,5.2425,0.120171673819742
"240","Czm_20_17","1",1,2.5,1,1,0,5.2425,0
"241","Czm_20_17","1",1,5,1,1,0,5.2425,0
"242","Czm_20_17","1",1,10,1,1,0,5.2425,0
"243","Czm_20_17","1",1,20,1,1,0,5.2425,0
"244","Czm_20_17","1",2,0,6.5,6.33,5.415,5.2425,1.03290414878398
"245","Czm_20_17","1",2,0.01,6.9,6.76,5.83,5.2425,1.11206485455412
"246","Czm_20_17","1",2,0.1,3.48,4.18,2.83,5.2425,0.539818788745827
